iteration,train_emotion,test_emotion,match_score,similarity,timestamp,result
90,neutral,amused,0.31,0.07,20/09/2025 19:40,fail
90,neutral,anger,0.34,0.11,20/09/2025 19:40,success
90,neutral,disgust,0.28,0.07,20/09/2025 19:40,fail
90,neutral,neutral,0.33,1,20/09/2025 19:40,success
90,neutral,sleepiness,0.32,0.07,20/09/2025 19:40,fail
91,neutral,amused,0.31,0.07,20/09/2025 19:41,fail
91,neutral,anger,0.34,0.11,20/09/2025 19:41,success
91,neutral,disgust,0.28,0.07,20/09/2025 19:41,fail
91,neutral,neutral,0.33,1,20/09/2025 19:41,success
91,neutral,sleepiness,0.32,0.07,20/09/2025 19:41,fail
92,neutral,amused,0.31,0.07,20/09/2025 19:42,fail
92,neutral,anger,0.34,0.11,20/09/2025 19:42,success
92,neutral,disgust,0.28,0.07,20/09/2025 19:42,fail
92,neutral,neutral,0.33,1,20/09/2025 19:42,success
92,neutral,sleepiness,0.32,0.07,20/09/2025 19:42,fail
93,neutral,amused,0.31,0.07,20/09/2025 19:43,fail
93,neutral,anger,0.34,0.11,20/09/2025 19:43,success
93,neutral,disgust,0.28,0.07,20/09/2025 19:43,fail
93,neutral,neutral,0.33,1,20/09/2025 19:43,success
93,neutral,sleepiness,0.32,0.07,20/09/2025 19:43,fail
94,neutral,amused,0.31,0.07,20/09/2025 19:43,fail
94,neutral,anger,0.34,0.11,20/09/2025 19:43,success
94,neutral,disgust,0.28,0.07,20/09/2025 19:43,fail
94,neutral,neutral,0.33,1,20/09/2025 19:43,success
94,neutral,sleepiness,0.32,0.07,20/09/2025 19:43,fail
95,neutral,amused,0.31,0.07,20/09/2025 19:43,fail
95,neutral,anger,0.34,0.11,20/09/2025 19:43,success
95,neutral,disgust,0.28,0.07,20/09/2025 19:43,fail
95,neutral,neutral,0.33,1,20/09/2025 19:43,success
95,neutral,sleepiness,0.32,0.07,20/09/2025 19:43,fail
96,neutral,amused,0.31,0.07,20/09/2025 19:44,fail
96,neutral,anger,0.34,0.11,20/09/2025 19:44,success
96,neutral,disgust,0.28,0.07,20/09/2025 19:44,fail
96,neutral,neutral,0.33,1,20/09/2025 19:44,success
96,neutral,sleepiness,0.32,0.07,20/09/2025 19:44,fail
97,neutral,amused,0.31,0.07,20/09/2025 19:44,fail
97,neutral,anger,0.34,0.11,20/09/2025 19:44,success
97,neutral,disgust,0.28,0.07,20/09/2025 19:44,fail
97,neutral,neutral,0.33,1,20/09/2025 19:44,success
97,neutral,sleepiness,0.32,0.07,20/09/2025 19:44,fail
98,neutral,amused,0.31,0.07,20/09/2025 19:45,fail
98,neutral,anger,0.34,0.11,20/09/2025 19:45,success
98,neutral,disgust,0.28,0.07,20/09/2025 19:45,fail
98,neutral,neutral,0.33,1,20/09/2025 19:45,success
98,neutral,sleepiness,0.32,0.07,20/09/2025 19:45,fail
99,neutral,amused,0.31,0.07,20/09/2025 19:45,fail
99,neutral,anger,0.34,0.11,20/09/2025 19:45,success
99,neutral,disgust,0.28,0.07,20/09/2025 19:45,fail
99,neutral,neutral,0.33,1,20/09/2025 19:45,success
99,neutral,sleepiness,0.32,0.07,20/09/2025 19:45,fail
100,neutral,amused,0.31,0.07,20/09/2025 19:45,fail
100,neutral,anger,0.34,0.11,20/09/2025 19:45,success
100,neutral,disgust,0.28,0.07,20/09/2025 19:45,fail
100,neutral,neutral,0.33,1,20/09/2025 19:45,success
100,neutral,sleepiness,0.32,0.07,20/09/2025 19:45,fail
